Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Ragi,2019,Autumn     ,Odisha,7816.379774652682,6503.006667709151,1491.726159976907,1849097.985234743,2644.4203024626577,0.6203127647486738
Ragi,2019,Kharif     ,Odisha,0.0,0.0,1962.3943314544729,0.0,0.0,0.0
Ragi,2019,Rabi       ,Odisha,6809.911266461895,6198.140755565064,1558.2543966700457,740996.50303084,1705.8151413882522,0.8212338370742558
Ragi,2019,Summer     ,Odisha,119.45010281297412,107.38141001819848,1493.6731517164828,27534.52558483373,37.96084105466209,0.7926236407840671
Ragi,2019,Winter     ,Odisha,31509.032608345613,23622.46703607521,1351.9034108165863,6154539.707184654,9431.31648999868,0.63856848594416
Rapeseed &Mustard,2019,Winter     ,Odisha,6952.0,2039.0,1593.9,1194075.52,2572.24,0.263333333
Rapeseed &Mustard,2019,Rabi       ,Odisha,0.0,0.0,1984.0062026306211,0.0,0.0,0.0
Rapeseed &Mustard,2019,Winter     ,Odisha,7328.633828908217,2237.958130839186,1541.547438096943,1228205.3674586257,2546.678188635486,0.2940158364469139
Rice,2019,Autumn     ,Odisha,426080.0,769480.0,1593.9,73183500.8,157649.6,1.8825
Rice,2019,Summer     ,Odisha,292610.0,932910.0,1593.9,50258693.6,108265.7,2.796896552
Rice,2019,Winter     ,Odisha,3222020.0,8052660.0,1593.9,553414155.2,1192147.4,2.564666667
Rice,2019,Autumn     ,Odisha,461808.0260864975,710092.4710053764,1708.5910443663563,84282659.19179334,163449.3222359149,1.3217292081695604
Rice,2019,Kharif     ,Odisha,4568752.675739971,2238666.4104067385,1336.2410151507247,323886331.0232123,335191.9464165321,0.7529503243651393
Rice,2019,Summer     ,Odisha,913029.9607445364,971810.7813643558,1393.2043523503817,152231009.4829126,291075.09436007985,2.552428344687554
Rice,2019,Winter     ,Odisha,3433888.1683633514,7607859.520891155,1583.5251348444876,560099298.6693475,1069587.0703771308,2.267749853643928
Safflower,2019,Rabi       ,Odisha,300.0,180.0,1593.9,51528.0,111.0,0.623333333
Safflower,2019,Rabi       ,Odisha,254.5209637531545,172.29953551774994,1594.450602820875,45222.100236576414,84.57206088153637,0.6234660111340532
Sannhamp,2019,Kharif     ,Odisha,4880.0,25590.0,1593.9,838188.8,1805.6,4.954
Sannhamp,2019,Kharif     ,Odisha,5094.242681172424,26259.71851564862,1614.8181185183655,838919.4105747428,1791.3456023472256,4.901971333562149
Sannhamp,2019,Whole Year ,Odisha,5717.577670580302,149947.7657943312,0.0,0.0,0.0,8.021128232926584
Sesamum,2019,Autumn     ,Odisha,1935.0,594.0,1593.9,332355.6,715.95,0.428333333
Sesamum,2019,Summer     ,Odisha,2603.0,570.0,1593.9,447091.28,963.11,0.293333333
Sesamum,2019,Winter     ,Odisha,9457.0,2914.0,1593.9,1624334.32,3499.09,0.2275
Sesamum,2019,Autumn     ,Odisha,2285.075191549966,490.7113238659744,1349.1433743628786,389256.8108477869,659.764473602791,0.2864733009572873
Sesamum,2019,Kharif     ,Odisha,0.0,0.0,2112.2133927128275,0.0,0.0,0.0
Sesamum,2019,Rabi       ,Odisha,77809.504076093,28039.992654264574,1398.6810088821494,7196757.8253207,20714.1968446148,0.3841663006104136
Sesamum,2019,Summer     ,Odisha,1657.592853826001,538.8712693051131,1368.7361285745228,485401.168273482,515.5981704959777,0.3493556987066434
Sesamum,2019,Winter     ,Odisha,8386.626106219055,2758.6832458747226,1472.8665726908018,1793739.896529617,2701.697729102254,0.2489366187350717
Small millets,2019,Kharif     ,Odisha,32870.0,16990.0,1593.9,5645751.2,12161.9,0.498125
Small millets,2019,Kharif     ,Odisha,30042.12689647772,15654.973930630991,1608.968060081631,5062826.417802505,10125.034993123683,0.5054920473754055
Soyabean,2019,Kharif     ,Odisha,52.72321111379687,10.014944742152256,1611.1166694962951,6395.310512645422,16.660465770714147,0.1802706624376645
Sugarcane,2019,Winter     ,Odisha,8948.0,504870.0,1593.9,1536908.48,3310.76,56.56238095
Sugarcane,2019,Whole Year ,Odisha,8701.006503907563,423371.2664825551,3375.126405432949,655564.512868287,225.0073132226847,68.10425112444412
Sugarcane,2019,Winter     ,Odisha,5504.01220424749,391842.0224273283,1525.299184336236,1188376.8191756045,1867.841074028523,54.77096766813358
Sunflower,2019,Kharif     ,Odisha,630.0,470.0,1593.9,108208.8,233.1,0.8275
Sunflower,2019,Rabi       ,Odisha,15930.0,20480.0,1593.9,2736136.8,5894.1,1.288333333
Sunflower,2019,Kharif     ,Odisha,589.8506798159409,438.7452621913453,1663.3745487594358,111794.53591975248,222.3816675818477,0.9122684626105516
Sunflower,2019,Rabi       ,Odisha,15201.856554295277,19342.282968078307,1590.764300663733,2417296.371196432,5273.440838435356,1.2405313625065075
Sweet potato,2019,Kharif     ,Odisha,36270.0,350740.0,1593.9,6229735.2,13419.9,9.507666667
Sweet potato,2019,Rabi       ,Odisha,6610.0,59200.0,1593.9,1135333.6,2445.7,8.970909091
Sweet potato,2019,Kharif     ,Odisha,39036.94228871639,387025.063064666,1711.6181229109543,6089133.058580369,13068.358460918373,9.19709567236226
Sweet potato,2019,Rabi       ,Odisha,6951.533685898536,58507.32423744861,1721.6565129948262,1064468.2878652452,2548.263861960921,8.634891490507316
Sweet potato,2019,Whole Year ,Odisha,91265.48118686228,938937.9789716502,2082.530051933382,10216020.629020773,12662.228098144413,11.822963579511391
Tobacco,2019,Rabi       ,Odisha,130.0,90.0,1593.9,22328.8,48.1,0.69
Tobacco,2019,Rabi       ,Odisha,134.02182762191552,87.64306772387563,1552.1029877786973,22266.86202759509,49.163902223585694,0.6733442335008997
Tobacco,2019,Whole Year ,Odisha,501.49843283477935,2391.1972228894483,1409.6786665696236,32118.995557539158,0.0,0.714735776793688
Turmeric,2019,Kharif     ,Odisha,30000.0,60000.0,1593.9,5152800.0,11100.0,2.274482759
Turmeric,2019,Kharif     ,Odisha,28410.82506575925,57481.96120379573,1704.006199309334,5086953.057675764,11531.304965555852,2.2132644003343818
Turmeric,2019,Whole Year ,Odisha,15032.860775079973,33952.351089886346,2147.140944274847,2330637.461405008,0.0,2.223960347655432
Urad,2019,Autumn     ,Odisha,10170.0,2986.0,1593.9,1746799.2,3762.9,0.318181818
Urad,2019,Summer     ,Odisha,8522.0,3212.0,1593.9,1463738.72,3153.14,0.409090909
Urad,2019,Winter     ,Odisha,38948.0,15020.0,1593.9,6689708.48,14410.76,0.373076923
Urad,2019,Autumn     ,Odisha,18165.195308006267,5712.284274053976,1552.6600095952713,3536498.694506645,5792.965011897422,0.3274586369189362
Urad,2019,Kharif     ,Odisha,0.0,0.0,2022.4810859675,0.0,0.0,0.0
Urad,2019,Rabi       ,Odisha,298615.5441463464,110842.19788870867,1490.8150599356777,30430320.97576628,76669.57232466633,0.3848404298598676
Urad,2019,Summer     ,Odisha,8813.029829105864,4259.678493474214,1469.667353183815,1512057.5511129743,2959.217769595971,0.4351391331942965
Urad,2019,Winter     ,Odisha,49390.48737337549,15841.631887193584,1530.3593214434372,9108658.521210304,13730.259189864815,0.3635230286562663
Wheat,2019,Summer     ,Odisha,118.0,164.0,1593.9,20267.68,43.66,1.495
Wheat,2019,Rabi       ,Odisha,0.0,0.0,1353.643110488273,0.0,0.0,2.226734446700221
Wheat,2019,Summer     ,Odisha,0.0,0.0,1436.996593097273,14997.955338758706,0.0,1.7626743046475082
Arhar/Tur,2020,Autumn     ,Odisha,26529.985557025306,6482.583806282495,1505.7475901652956,2462732.8256839057,7969.653163818462,0.2045703338202781
Arhar/Tur,2020,Kharif     ,Odisha,119763.6957803612,146608.48672286488,1639.8057136389934,21314174.408414204,48962.75330388277,1.0052472846216671
Arhar/Tur,2020,Rabi       ,Odisha,324.3238888429128,250.8966877182023,1467.9427915899753,26860.88516512896,69.99027055480335,1.1671854292557804
Arhar/Tur,2020,Summer     ,Odisha,87941.57577965094,15973.10585612266,1381.067799033875,7820451.626002902,25995.55987535484,0.2052733916719824
Arhar/Tur,2020,Winter     ,Odisha,115633.76823924945,22996.67097224085,1417.348380367666,10915221.7300324,34447.112180729244,0.1912604981484097
Bajra,2020,Kharif     ,Odisha,1619.3315577223373,1029.8450643256167,1532.1880800222257,295570.7203826883,629.9391795740746,0.7130628848663892
Castor seed,2020,Kharif     ,Odisha,4365.900561138236,2881.821883440592,1506.8832664016843,786081.6666345815,1477.126263179055,0.9814391347700098
Castor seed,2020,Rabi       ,Odisha,1616.892019830554,1221.0465316071536,1597.731507952389,333258.2523100039,589.8585913335933,0.7278515311246234
Coriander,2020,Rabi       ,Odisha,19502.67880978568,13917.863436645088,1573.556245538536,3287559.400207469,8004.947794780684,0.5932922030332175
Coriander,2020,Whole Year ,Odisha,49330.249148122304,21312.01462389426,2072.742741872638,5507331.203154164,7840.169503945744,0.5064489110342387
Cotton(lint),2020,Kharif     ,Odisha,162295.408971544,633338.8102035815,1684.1026539036702,33580825.93209097,66827.1363887883,3.3860838717839616
Cowpea(Lobia),2020,Kharif     ,Odisha,42748.82196858267,30648.60400658943,1554.6235775059351,6575698.469268911,13975.652778639444,0.7165902726912645
Cowpea(Lobia),2020,Rabi       ,Odisha,27098.469778351933,19521.4731639192,1657.332606919242,5085454.318770393,10590.798975800171,0.6725334358772667
Dry chillies,2020,Kharif     ,Odisha,25081.9522181375,21385.170812320845,1494.0170150050917,4260017.438473635,9547.825589507396,1.0068188147288697
Dry chillies,2020,Rabi       ,Odisha,53798.62290004835,62488.024613615,1577.890498519892,9199832.257828249,17221.532212138496,1.4003002179419644
Dry chillies,2020,Whole Year ,Odisha,102392.87329868434,85504.01133763418,2043.266047052845,12802204.619301148,10330.176914499769,0.7594860750799568
Garlic,2020,Rabi       ,Odisha,12630.40213849275,49525.50403127495,1611.515946234507,2392863.279803713,5208.5076378502645,4.464595564858087
Garlic,2020,Whole Year ,Odisha,19724.70731248284,62739.62854070296,2150.750722903606,2390713.168366481,2948.825091464204,3.2333204756513103
Ginger,2020,Kharif     ,Odisha,18317.734382689807,223115.1556762975,1541.9909841350957,2995596.6258915663,6300.733677055713,13.219177279450404
Gram,2020,Rabi       ,Odisha,27611.296313435927,22472.496161459087,1613.1319667224568,4799732.874615316,10169.0664709729,0.8078777962123062
Groundnut,2020,Autumn     ,Odisha,13902.580929945434,15791.833858425904,1382.1945749664942,2654297.998526516,4719.395494508738,1.1253211968255956
Groundnut,2020,Kharif     ,Odisha,0.0,16853.28801244594,2098.437433236745,0.0,0.0,0.8843375520771126
Groundnut,2020,Rabi       ,Odisha,155005.2719681459,249750.82837769663,1537.2355745547286,17060209.892822288,39812.75120447063,1.496690520361197
Groundnut,2020,Summer     ,Odisha,21164.617073340145,36061.61047518661,1437.4549858329592,3986534.694673968,6159.765253179327,1.6528932569163854
Groundnut,2020,Winter     ,Odisha,989.952418352088,1646.0629657360398,1543.261100542735,297229.9746605734,320.1838249817658,1.320898035362328
Horse-gram,2020,Kharif     ,Odisha,135449.53269055046,52708.23907292285,3709.766059460669,11445209.762120118,19570.712422980025,0.552270427128479
Horse-gram,2020,Rabi       ,Odisha,296205.5000172039,94458.64050752304,1444.2651041701542,34215762.66627513,80089.53457041075,0.3282683518949637
Horse-gram,2020,Summer     ,Odisha,0.0,10.033979389299338,1542.4405389561753,6593.014558102229,0.0,0.4077318329640052
Horse-gram,2020,Winter     ,Odisha,16754.891190045117,8214.45965102691,1384.4042135579778,4235718.396809131,5678.833754376396,0.3528560793104904
Jowar,2020,Kharif     ,Odisha,5075.447149196291,3122.8430431262245,1622.336404053867,916570.09001209,1812.8197773661452,0.6350255573335422
Jute,2020,Autumn     ,Odisha,0.0,0.0,1532.6179034981606,0.0,0.0,2.351450895326149
Jute,2020,Kharif     ,Odisha,0.0,0.0,2156.9891864450647,0.0,0.0,19.853282374424385
Linseed,2020,Rabi       ,Odisha,9018.74134864628,4625.822634054842,1663.7164252908697,1546723.2406569703,3302.4382725975397,0.5068039446449744
Maize,2020,Autumn     ,Odisha,76954.56041526809,186097.1530937013,1396.754984908565,12881408.105970332,25563.318324154843,1.850197008356718
Maize,2020,Kharif     ,Odisha,0.0,0.0,2073.575598969512,0.0,0.0,0.0
Maize,2020,Rabi       ,Odisha,36618.735022829744,53242.6467183491,2420.2438692968403,3419516.981678572,8402.255965569319,0.994514878085358
Maize,2020,Summer     ,Odisha,4033.6435444271942,10868.07042437281,1537.023047956913,637437.3716130413,1201.3665228838709,2.383698923421961
Maize,2020,Winter     ,Odisha,323.92782688898893,544.3882074647408,1352.1031038421536,62856.48228654633,113.30755910046192,2.472881808490838
Masoor,2020,Rabi       ,Odisha,7096.134041265735,4036.092623419978,1465.2930542976974,1496799.531220539,2967.1376678298825,0.5569393754389462
Mesta,2020,Kharif     ,Odisha,3398.7829211853145,17880.618737432327,1468.5869375928776,728220.7848808295,1459.7317912317292,4.660995091462327
Moong(Green Gram),2020,Autumn     ,Odisha,20158.61960310857,6735.315391634963,1368.9404951902336,3644718.251889076,7545.784792495354,0.4476467872569206
Moong(Green Gram),2020,Kharif     ,Odisha,703974.6736213197,98187.35777251156,2120.948819017165,58043542.98740744,122012.68338003276,0.0
Moong(Green Gram),2020,Rabi       ,Odisha,433361.5560649201,158809.2006152485,1480.547114620706,49880957.516666844,110804.54128353464,0.3491112012937233
Moong(Green Gram),2020,Summer     ,Odisha,167608.7504701347,68860.42732096426,1695.553754639777,30576491.54580906,61852.72515527885,0.4130747774263244
Moong(Green Gram),2020,Winter     ,Odisha,72720.84936494335,26725.119353519505,1478.2238172748798,11806912.668994095,26619.13475808909,0.3896767398794438
Niger seed,2020,Kharif     ,Odisha,31385.94558889027,0.0,2209.0132870727625,0.0,0.0,0.0
Niger seed,2020,Rabi       ,Odisha,279834.1281626915,80469.75151034755,1521.049259484666,32114869.20041406,62234.01214090076,0.1081138534883245
Niger seed,2020,Winter     ,Odisha,12622.793021606298,5340.538254798381,1640.0621798959708,2065652.0925038203,5055.038903177828,0.3077321869430951
Onion,2020,Rabi       ,Odisha,34739.66234558847,404918.2656164157,1632.8952495928702,5955533.21236561,12611.48214328177,11.50497934417462
Onion,2020,Whole Year ,Odisha,0.0,0.0,1366.2869762451855,0.0,0.0,16.16424140946461
Other  Rabi pulses,2020,Rabi       ,Odisha,86791.45885521731,37374.01988380958,1665.0439066319682,13325719.14465242,31630.054678098117,0.4842991870418573
Other Kharif pulses,2020,Kharif     ,Odisha,81044.75138230885,38326.78255867651,1711.0593495178334,14541974.989372931,29983.428678066688,0.4316753763946626
Peas & beans (Pulses),2020,Rabi       ,Odisha,32825.0717616553,23983.27759990824,1550.7213157738186,5641252.156798575,12309.45515477639,0.7776720270187241
Potato,2020,Whole Year ,Odisha,1564.8723322304636,21768.065312941268,1599.776957187042,130203.63377526964,0.0,11.450231129360844
Potato,2020,Winter     ,Odisha,4788.793281540151,54103.2094355356,1492.0329185703065,965409.2306344392,1904.9350898172147,12.200544738939614
Ragi,2020,Autumn     ,Odisha,6813.088253664187,5202.804752546072,1537.098047195195,1834591.8344508128,2221.187081413579,0.6426285422180597
Ragi,2020,Kharif     ,Odisha,0.0,0.0,1994.909062646405,0.0,0.0,0.0
Ragi,2020,Rabi       ,Odisha,6066.078926212806,6035.451493071046,1528.7867875647005,685879.106168677,1771.8378073560748,0.7433243148651703
Ragi,2020,Summer     ,Odisha,96.88714465774432,97.806993622727,1625.3384585298604,26660.01321147475,36.95597118020302,0.7238419314268028
Ragi,2020,Winter     ,Odisha,32665.98319139418,22946.689444432563,1386.597568234493,5639960.19784358,10376.320507223028,0.6666538204769141
Rapeseed &Mustard,2020,Rabi       ,Odisha,0.0,0.0,2234.81240503462,0.0,0.0,0.0
Rapeseed &Mustard,2020,Winter     ,Odisha,6861.286507307991,2549.926981026153,1499.133856767655,1367100.3450114354,2582.357811962032,0.2862202112790344
Rice,2020,Autumn     ,Odisha,427713.9705372802,632853.9008865131,1615.1674343189231,85521275.97412795,147281.44617888576,1.4571283903967984
Rice,2020,Kharif     ,Odisha,4293013.357784594,2008782.3990901168,1275.923636486059,328733037.48344654,286794.47978471254,0.6897150679545645
Rice,2020,Summer     ,Odisha,1006579.4658372964,842419.3034552103,1448.9410815264864,145170368.21045533,311280.63639855426,2.2795461947647686
Rice,2020,Winter     ,Odisha,3157899.4403199325,6963458.563883963,1558.7026607752869,575454512.6371543,1077686.455361086,2.2944300053348345
Safflower,2020,Rabi       ,Odisha,156.1248993342388,124.53397322538711,1663.8330408267252,36811.65917574375,57.7626991376725,0.6161787104408717
Sannhamp,2020,Kharif     ,Odisha,4839.334287795029,28086.431956100827,1526.9819626343117,819322.8951304564,1879.015130752527,5.098488498215058
Sannhamp,2020,Whole Year ,Odisha,5122.471077801286,148383.53761106616,0.0,0.0,0.0,8.523737132883781
Sesamum,2020,Autumn     ,Odisha,2029.1958529031167,499.8844488478184,1520.6254782374924,415735.2323693312,647.1241770844143,0.3042478387710102
Sesamum,2020,Kharif     ,Odisha,0.0,0.0,2250.762073628352,0.0,0.0,0.0
Sesamum,2020,Rabi       ,Odisha,74359.34509532696,27242.228655895386,1398.6148796528598,7863891.74917127,19835.65839345544,0.3945825908997171
Sesamum,2020,Summer     ,Odisha,1126.805914791163,377.0431155468216,1527.2421417759583,405146.4258011812,368.1568985455872,0.3267946880041426
Sesamum,2020,Winter     ,Odisha,6332.248854403711,2232.357057641738,1586.1169570948723,1840894.546486065,2025.696889318653,0.2194340165778737
Small millets,2020,Kharif     ,Odisha,29017.870305669865,16208.11115957057,1605.3208595828423,4947954.083490649,11548.043128467878,0.4914765161217103
Soyabean,2020,Kharif     ,Odisha,65.21256851795009,10.013384527144424,1531.337579995171,5880.906157546277,14.420974799772484,0.1580894801819126
Sugarcane,2020,Whole Year ,Odisha,8078.47309531693,418246.94327349967,3594.701873609216,656609.0299654225,29.843497903387792,70.4759031892731
Sugarcane,2020,Winter     ,Odisha,5175.86326292791,352847.34532104846,1518.5563947318583,1138448.8595404415,1698.218450872099,58.81579952607349
Sunflower,2020,Kharif     ,Odisha,599.1168498155654,475.94572511650085,1667.0065456980974,106932.76781819342,247.0042946532689,0.8020024961809107
Sunflower,2020,Rabi       ,Odisha,17109.401344845828,17889.556098663812,1629.9071815803925,2713916.679460259,5801.07101241446,1.2170726449084954
Sweet potato,2020,Kharif     ,Odisha,37118.37563067867,377646.8919326151,1439.5658907902557,6638758.718324413,13282.164000055403,9.953406930461789
Sweet potato,2020,Rabi       ,Odisha,6581.083697365003,56126.397261165686,1561.427510966268,1074516.4552179093,2684.130857316233,9.509870498730788
Sweet potato,2020,Whole Year ,Odisha,95813.86929497856,937253.6080273368,2155.975617301255,10891240.966462849,12909.15161381538,11.120746056431283
Tobacco,2020,Rabi       ,Odisha,131.38776904443458,92.57824840500017,1615.785347831238,22173.64442280349,47.72141374556174,0.6737849341974284
Tobacco,2020,Whole Year ,Odisha,277.46126615276097,2216.5544309562806,1395.0040783900336,5830.274636437198,0.0,0.6709193075741051
Turmeric,2020,Kharif     ,Odisha,27572.146387561443,56674.08059561736,1516.5785498113282,5687719.637012928,11121.6311534764,2.171706364580347
Turmeric,2020,Whole Year ,Odisha,14460.146012477751,35022.5198669436,2184.40160078833,2218635.885510532,0.0,1.9117767380377584
Urad,2020,Autumn     ,Odisha,17818.726953841415,5420.004422153413,1538.0556911418798,3607497.189435688,6105.313428190893,0.3587312503906958
Urad,2020,Kharif     ,Odisha,0.0,0.0,2118.251976048425,0.0,0.0,0.0
Urad,2020,Rabi       ,Odisha,264509.24125282204,108263.0563468432,1410.779331825097,32680150.912690844,75646.76341207897,0.3467961884343498
Urad,2020,Summer     ,Odisha,10273.118830246516,4489.913620898435,1394.8059845464732,1548668.4014476282,3163.2122472212764,0.3931134419864046
Urad,2020,Winter     ,Odisha,40107.82729354995,16464.012125123387,1430.912715722607,8861658.554934721,13609.957159135029,0.3901962219329867
Wheat,2020,Rabi       ,Odisha,0.0,0.0,1519.1062390508855,0.0,0.0,2.242572177874289
Wheat,2020,Summer     ,Odisha,0.0,0.0,1649.1946716505263,0.0,0.0,1.6950878771499571
Arhar/Tur,2021,Autumn     ,Odisha,27304.17954107719,6429.1049384154,1435.1251110247365,2243320.537347228,8107.197863245452,0.2010212274266619
Arhar/Tur,2021,Kharif     ,Odisha,136054.53783488853,143445.30876842697,1632.4234027787038,22670960.309897527,51605.75814950978,1.0095770399901054
Arhar/Tur,2021,Rabi       ,Odisha,329.9393666140694,299.80251049603265,1661.9989607693296,32211.755762788744,79.54582670056267,1.1971117189258496
Arhar/Tur,2021,Summer     ,Odisha,78908.38552775371,17509.52069805287,1523.2878767803263,8011342.568801712,26533.04989214675,0.2237669523854177
Arhar/Tur,2021,Winter     ,Odisha,118727.51416499644,23218.27955773968,1483.679237397637,10995304.680003334,35636.04013726171,0.2092373246715606
Bajra,2021,Kharif     ,Odisha,1599.0218102832284,982.8996284321026,1563.7441703888392,323651.96627634123,574.1168593200888,0.6067063575462011
Castor seed,2021,Kharif     ,Odisha,4130.907972982575,2614.951449397142,1704.3539391646357,741211.5812835762,1522.488999244361,0.9894696179099668
Castor seed,2021,Rabi       ,Odisha,1274.2437051295074,993.2935818023752,1655.118937651924,332125.7543014849,513.957596384116,0.6479364521588226
Coriander,2021,Rabi       ,Odisha,20077.1993450273,13026.20336035646,1672.1346129071458,3467748.433112089,7949.78308562725,0.6206845417961826
Coriander,2021,Whole Year ,Odisha,49292.52819824084,23731.2188586162,2014.3878322436776,5195727.970557845,8877.470911568567,0.5232400586754559
Cotton(lint),2021,Kharif     ,Odisha,189471.77430139325,620625.5386904057,1632.3666389637424,30848231.13810709,66315.26017789032,3.4456882627274807
Cowpea(Lobia),2021,Kharif     ,Odisha,38745.33652884467,29417.331022147977,1706.3680232917188,6957621.945392131,14859.410092912776,0.7003509630357114
Cowpea(Lobia),2021,Rabi       ,Odisha,26974.63883154032,19614.56157378905,1606.6754578484836,4853987.00992124,10079.668970383527,0.7553108967420566
Dry chillies,2021,Kharif     ,Odisha,21756.51587037994,21414.40903602233,1571.7815654665774,4563146.967286235,8812.814527487193,0.8797961566622997
Dry chillies,2021,Rabi       ,Odisha,48253.674581420106,66368.88570806867,1441.0231977985109,7839515.778532434,20011.47998626194,1.3069393643345828
Dry chillies,2021,Whole Year ,Odisha,112947.03642846484,85218.33624171815,2210.5356967235434,12899538.221507955,9873.230773232575,0.7161817339118539
Garlic,2021,Rabi       ,Odisha,12634.38333843513,49726.673231361645,1557.0894849456654,2569699.791963293,5147.614595971872,4.745546463943452
Garlic,2021,Whole Year ,Odisha,22984.07332548311,65107.43020149064,2076.1937134449904,2667639.7642054013,2790.9295267240354,3.127818036369643
Ginger,2021,Kharif     ,Odisha,17464.28446980466,240523.62297866071,1592.626462540024,3102127.0974584864,6855.783058887075,13.23550400059588
Gram,2021,Rabi       ,Odisha,27818.88939527343,20740.87334716488,1574.113099474852,4973428.062209729,10335.72728219754,0.8312206527237432
Groundnut,2021,Autumn     ,Odisha,11119.855691364412,14055.726454686455,1390.079151710902,2914461.416991691,4117.0304519823385,1.1291311383835003
Groundnut,2021,Kharif     ,Odisha,0.0,14487.690694518922,2230.8840096268955,0.0,0.0,0.8196997318773562
Groundnut,2021,Rabi       ,Odisha,153821.91767138476,247222.81385915136,1561.9049462859546,15859090.594193254,41510.99905700624,1.4681231117720717
Groundnut,2021,Summer     ,Odisha,18552.768180766663,33390.49319337361,1415.396234478959,4204779.369074835,6014.326617130234,1.6706352865883338
Groundnut,2021,Winter     ,Odisha,700.278602444401,1546.3514971888087,1435.2930016801447,246161.11145679795,293.92061293217336,1.5275094483765306
Horse-gram,2021,Kharif     ,Odisha,118945.2808148558,52748.60536806327,3662.92700596424,10562145.446420023,19579.42167906914,0.4534763578285197
Horse-gram,2021,Rabi       ,Odisha,281654.00565361377,94582.20629999528,1564.6587925925162,30168224.837001003,84421.39947465007,0.3029565626621139
Horse-gram,2021,Summer     ,Odisha,0.0,4.485691897402714,1473.953943959492,3970.274175803169,0.0,0.4232827329024142
Horse-gram,2021,Winter     ,Odisha,11404.746221497297,7371.844589560459,1410.2303412648685,3989569.291761923,4828.472789369372,0.4083351904520164
Jowar,2021,Kharif     ,Odisha,4897.381832722095,3068.180944303461,1607.1839787532804,925540.463447324,1842.861374757571,0.6504762370312713
Jute,2021,Autumn     ,Odisha,0.0,0.0,1499.112086602582,0.0,0.0,2.343759077511497
Jute,2021,Kharif     ,Odisha,0.0,0.0,2077.881823050541,0.0,0.0,20.897407256636583
Linseed,2021,Rabi       ,Odisha,8042.886069869157,4163.453577349263,1485.9255166524315,1728644.1921565882,3146.316093289946,0.4685976983070664
Maize,2021,Autumn     ,Odisha,74650.7924406192,201963.30617293544,1552.507157391639,12623780.137085415,26576.529348553508,1.845191924450549
Maize,2021,Kharif     ,Odisha,0.0,0.0,2000.3438166424096,0.0,0.0,0.0
Maize,2021,Rabi       ,Odisha,39048.84666477225,50944.30178700726,2355.875951799078,3744700.169708909,8741.887674284593,0.9713342732826744
Maize,2021,Summer     ,Odisha,3824.0276858156567,11505.356235228526,1388.959472820136,609582.7082089501,1066.387765059517,2.1985647136257325
Maize,2021,Winter     ,Odisha,192.64149615256196,285.1008098106598,1326.631371908651,44813.52888252968,93.6848221709218,2.6167185194552807
Masoor,2021,Rabi       ,Odisha,8108.937766440063,4422.789388562129,1566.958833364082,1540311.253812818,2854.921222625868,0.5459583740853919
Mesta,2021,Kharif     ,Odisha,2248.269008994836,12524.348913386764,1527.19088665699,550508.4875037444,1087.4078504391464,5.301484648943405
Moong(Green Gram),2021,Autumn     ,Odisha,22590.727237008377,7494.468827601663,1526.8356316776556,3650096.804350177,8287.962042270834,0.4291730167563808
Moong(Green Gram),2021,Kharif     ,Odisha,744499.1062445223,100947.15936288796,2226.321769320609,61195859.62224877,140543.6064553599,0.0
Moong(Green Gram),2021,Rabi       ,Odisha,433042.14360803866,162170.64662683388,1378.4897207875256,47709858.11641935,128205.40322126904,0.3774050510916302
Moong(Green Gram),2021,Summer     ,Odisha,175740.10045365212,66875.09165120075,1429.7785214371306,28525757.281979915,64755.039747626186,0.4701024665229346
Moong(Green Gram),2021,Winter     ,Odisha,73049.88331151861,25124.26293009327,1481.5044952377154,14686532.149033606,29688.46415224464,0.3978872868057705
Niger seed,2021,Kharif     ,Odisha,29014.659820896133,0.0,2178.2249831493978,0.0,0.0,0.0
Niger seed,2021,Rabi       ,Odisha,288104.87596540485,83491.37368550859,1402.5373923071988,33008620.2305567,60387.277839023525,0.0874712034441602
Niger seed,2021,Winter     ,Odisha,11421.997564675645,5792.186037932841,1621.303323130835,1731891.1174319936,4507.868206705836,0.306758289363789
Onion,2021,Rabi       ,Odisha,35275.218569793564,388195.51785250136,1539.8119905649746,6199043.545037115,13600.248935410247,12.168546886796438
Onion,2021,Whole Year ,Odisha,0.0,0.0,1515.1969743402944,0.0,0.0,15.09269042883309
Other  Rabi pulses,2021,Rabi       ,Odisha,86624.71241637046,41040.364344581794,1381.8394068104562,14613321.420966689,32327.99031105723,0.4618081298877478
Other Kharif pulses,2021,Kharif     ,Odisha,84273.311353115,38137.91802345786,1580.9085613885677,14002711.625768963,34439.06298859092,0.4547316228492628
Peas & beans (Pulses),2021,Rabi       ,Odisha,36061.10810753169,26090.332853479875,1643.481933608591,6196469.728674282,11881.540583042426,0.7632962940176867
Potato,2021,Whole Year ,Odisha,1203.3294241914627,19468.743522767178,1336.1202733372431,112489.253993687,0.0,10.412001902240664
Potato,2021,Winter     ,Odisha,4378.4203624053625,51989.69972627945,1536.32927847651,891665.0107847973,1946.9955685060256,12.338542446805857
Ragi,2021,Autumn     ,Odisha,5220.932513939554,4258.01488759025,1446.9057623667848,1680342.1377417997,1955.2997187237052,0.6409852847294939
